sample_id,mission_day,terrain_type,latitude,longitude,distance_to_rover_m,battery_remaining_pct,comm_delay_s,radiation_msv_h,temperature_c,spectral_ice_index,spectral_metal_index,image_confidence,storage_remaining_kg,sample_mass_g,slope_deg,scientific_value_score,priority_label
AST-0712,23,gelo_suspeito,-5.61642,93.01402,939.41,47.33,8.81,2.179,-93.4,0.98,0.501,0.762,3.41,104.7,5.22,72.51,Alta
AST-0713,2,metalico,-26.63861,177.20899,172.36,85.22,6.86,2.588,-65.24,0.524,0.516,0.734,3.35,114.5,7.64,64.53,Alta
AST-0714,28,poeira_fina,-28.2273,91.56998,518.19,75.77,3.21,2.442,-68.06,0.397,0.117,0.938,4.95,135.3,9.59,41.78,Media
AST-0715,11,metalico,-18.70875,126.78451,748.98,49.52,9.25,3.179,-79.22,0.518,0.51,0.93,6.26,142.1,19.43,54.25,Alta
AST-0716,15,regolitho,23.56485,119.65189,1220.01,62.72,7.18,1.453,-53.66,0.393,0.525,0.625,5.18,90.1,33.42,17.91,Baixa
AST-0717,19,basalto,-24.79174,82.89567,1123.06,56.6,9.04,0.863,-51.28,0.621,0.212,0.794,6.89,63.6,0.0,44.02,Alta
AST-0718,20,regolitho,-19.13109,108.64865,367.75,41.69,8.28,2.114,-73.59,0.228,0.27,0.797,5.08,147.7,13.13,14.77,Baixa
AST-0719,1,gelo_suspeito,3.40298,156.48596,629.28,65.2,5.25,2.228,-62.04,0.611,0.471,0.704,5.03,25.0,11.49,76.8,Alta
AST-0720,27,poeira_fina,-19.94081,-8.92534,972.88,54.52,5.18,3.179,2.44,0.388,0.555,0.838,5.25,139.5,9.74,34.13,Media
AST-0721,19,basalto,-23.57553,49.78333,597.57,44.85,8.37,2.792,1.37,0.332,0.461,0.951,6.38,93.0,14.8,30.58,Media
AST-0722,30,cratera,4.43214,5.3783,397.67,35.38,6.12,3.947,-87.51,0.333,0.622,0.888,6.03,187.9,16.72,49.49,Alta
AST-0723,15,regolitho,-9.23347,126.37332,687.01,33.85,9.05,2.073,-83.6,0.551,0.238,0.938,2.78,202.6,8.47,22.21,Baixa
AST-0724,19,poeira_fina,8.83115,-24.71054,911.38,55.31,6.76,1.738,-87.66,0.22,0.284,0.711,5.42,203.9,11.2,11.24,Baixa
AST-0725,14,regolitho,28.85437,115.10164,338.97,60.47,8.99,0.841,-28.4,0.232,0.302,0.794,4.67,125.9,14.9,21.52,Baixa
AST-0726,27,regolitho,-24.43048,107.76765,1044.79,46.24,8.18,1.802,-69.16,0.509,0.275,0.706,4.03,82.6,14.23,25.22,Baixa
AST-0727,25,regolitho,28.94036,166.279,780.41,73.71,7.69,1.223,-51.29,0.398,0.114,0.816,1.82,100.2,12.32,24.6,Baixa
AST-0728,28,regolitho,28.1743,-90.38855,1070.27,60.82,6.44,1.725,-2.08,0.486,0.063,0.826,2.14,160.8,6.92,19.75,Baixa
AST-0729,16,basalto,23.03613,75.46302,676.04,72.38,7.49,1.607,-58.29,0.151,0.615,0.896,3.79,54.5,30.73,30.38,Media
AST-0730,24,basalto,9.19001,92.49102,2023.53,58.71,10.57,1.939,-38.23,0.123,0.43,0.934,2.25,221.6,13.52,4.3,Baixa
AST-0731,11,cratera,8.41027,157.06026,899.38,47.83,7.02,2.57,-43.43,0.429,0.329,0.866,3.82,126.8,21.35,35.06,Media
AST-0732,14,regolitho,9.74489,146.48487,1151.66,64.05,8.49,2.389,-74.47,0.165,0.693,0.695,5.3,172.5,7.45,28.96,Media
AST-0733,23,regolitho,13.33469,26.46931,1041.96,39.27,7.35,0.461,-28.34,0.304,0.202,0.641,3.49,47.0,12.33,13.85,Baixa
AST-0734,3,cratera,-33.84625,28.49515,623.28,71.71,7.22,2.302,-81.79,0.517,0.459,0.847,4.42,94.1,17.85,47.71,Alta
AST-0735,22,regolitho,32.06648,-119.77516,845.03,45.13,10.9,2.694,-20.48,0.337,0.444,0.955,2.8,40.2,0.0,29.36,Media
AST-0736,1,gelo_suspeito,5.99226,170.98657,449.12,78.53,9.46,3.638,-74.45,0.668,0.254,0.787,4.72,201.2,5.98,63.91,Alta
AST-0737,18,regolitho,19.70261,-88.19371,1931.46,55.91,8.05,2.18,-71.38,0.332,0.444,0.622,5.01,136.2,5.85,13.25,Baixa
AST-0738,15,cratera,-8.59027,80.90504,967.9,81.13,7.66,4.23,-88.48,0.6,0.675,0.99,2.31,176.4,14.04,55.74,Alta
AST-0739,15,cratera,-34.1322,106.4862,378.87,41.79,5.23,2.589,-83.88,0.338,0.143,0.844,3.25,148.5,8.62,28.65,Media
AST-0740,15,cratera,0.68143,-21.16242,1658.28,49.8,7.3,1.729,-69.95,0.035,0.121,0.809,2.53,170.8,14.7,0.0,Baixa
AST-0741,15,regolitho,0.50331,-103.97026,646.72,68.86,7.64,1.99,-126.08,0.277,0.144,0.662,5.01,126.4,20.78,10.17,Baixa
AST-0742,13,regolitho,-4.41075,-111.97426,1259.54,83.07,9.27,1.566,-64.53,0.329,0.402,0.792,4.53,133.8,11.91,33.82,Media
AST-0743,14,poeira_fina,-11.21981,128.33856,167.8,92.0,8.27,1.103,-72.22,0.48,0.27,0.866,4.23,140.0,2.73,54.47,Alta
AST-0744,18,regolitho,-17.51217,3.87234,1468.22,62.74,5.11,1.244,-35.88,0.407,0.566,0.845,4.12,167.3,3.78,38.37,Media
AST-0745,23,basalto,1.92814,-147.55069,941.21,95.08,9.32,0.951,-46.16,0.412,0.466,0.715,4.75,168.8,8.36,44.03,Alta
AST-0746,17,basalto,-8.73053,78.12701,354.6,56.79,6.56,1.989,-77.81,0.366,0.562,0.784,4.78,299.6,1.09,39.47,Media
AST-0747,20,cratera,32.89523,-89.93842,930.13,81.78,4.99,2.459,-70.84,0.141,0.297,0.722,3.61,237.5,18.18,27.29,Baixa
AST-0748,26,cratera,-22.89509,135.50211,1809.92,45.04,10.73,2.046,-64.57,0.147,0.484,0.973,3.41,47.2,26.37,8.09,Baixa
AST-0749,30,metalico,-12.62341,-68.55416,459.6,69.56,10.05,1.215,-16.39,0.288,0.752,0.888,4.22,137.1,6.97,51.46,Alta
AST-0750,4,metalico,-14.42277,-107.9025,454.84,19.85,7.41,1.969,-81.02,0.071,0.908,0.732,4.03,122.7,11.53,41.82,Media
AST-0751,22,regolitho,3.03164,-149.45096,616.42,41.81,8.5,2.228,-78.15,0.388,0.568,0.661,7.18,215.4,8.0,29.26,Media
AST-0752,7,cratera,-0.05038,4.15121,744.03,70.4,8.72,1.727,-89.6,0.193,0.316,0.821,3.76,127.6,9.25,31.26,Media
AST-0753,6,regolitho,10.06183,-17.73447,1313.67,38.38,10.51,0.879,-99.5,0.11,0.676,0.736,4.71,170.5,12.33,10.37,Baixa
AST-0754,24,basalto,31.50012,90.47237,976.7,69.69,8.8,2.41,-49.4,0.457,0.114,0.744,4.95,25.0,6.36,32.73,Media
AST-0755,3,gelo_suspeito,-15.03452,-12.74307,616.03,78.32,4.02,0.845,-52.32,0.447,0.755,0.665,6.26,61.8,5.34,78.94,Alta
AST-0756,26,regolitho,13.49401,-56.22625,870.11,52.98,11.54,2.006,-22.08,0.409,0.417,0.679,3.16,260.1,0.0,12.19,Baixa
AST-0757,24,cratera,-33.24719,-85.80423,1998.06,44.56,10.27,3.924,-28.84,0.609,0.133,0.808,6.18,147.8,16.91,18.8,Baixa
AST-0758,30,poeira_fina,-16.63281,-79.86717,1091.23,53.46,6.16,3.25,9.12,0.165,0.292,0.761,4.09,90.1,18.47,13.59,Baixa
AST-0759,21,regolitho,-2.53962,154.02524,664.64,44.62,4.71,2.186,-60.07,0.21,0.547,0.99,7.8,158.4,15.95,35.92,Media
AST-0760,27,basalto,-32.83036,-120.5717,602.92,60.18,8.04,2.158,-65.29,0.151,0.251,0.855,4.81,87.1,21.44,21.74,Baixa
AST-0761,4,gelo_suspeito,8.23686,175.74351,835.26,63.84,6.48,4.32,-94.41,0.85,0.486,0.663,2.58,129.4,6.28,65.83,Alta
AST-0762,27,regolitho,12.48174,-62.309,1303.25,56.49,8.16,0.549,-38.5,0.33,0.213,0.621,4.02,65.1,16.96,17.73,Baixa
AST-0763,5,regolitho,17.27122,-148.17952,410.51,92.14,8.43,1.273,-54.68,0.198,0.266,0.834,6.17,101.6,3.28,45.9,Alta
AST-0764,10,regolitho,1.16022,-90.47146,1189.62,49.05,6.1,2.297,-39.76,0.513,0.561,0.746,4.41,122.1,15.96,37.17,Media
AST-0765,4,poeira_fina,7.27613,-158.97082,655.11,87.05,4.51,1.347,-89.9,0.269,0.404,0.936,4.22,206.6,22.51,34.16,Media
AST-0766,13,regolitho,-7.27543,104.41072,725.85,43.26,7.87,2.74,-48.16,0.148,0.216,0.821,5.31,170.5,14.49,12.36,Baixa
AST-0767,23,regolitho,-32.11229,4.51905,2800.0,63.31,7.33,1.541,-52.25,0.257,0.294,0.572,3.82,180.1,22.63,0.0,Baixa
AST-0768,9,regolitho,-28.00337,-58.68482,1111.95,83.3,7.62,1.664,-54.11,0.249,0.583,0.678,4.0,143.6,6.81,29.48,Media
AST-0769,25,regolitho,10.84971,58.33786,486.19,82.36,3.89,1.386,-77.13,0.082,0.572,0.716,2.98,190.3,10.06,41.57,Media
AST-0770,19,basalto,34.68887,47.03275,939.38,54.44,6.62,1.24,-24.7,0.061,0.467,0.839,6.72,97.0,4.59,35.44,Media
AST-0771,19,regolitho,-33.89377,158.35395,1345.6,71.99,9.03,1.226,-0.59,0.078,0.914,0.674,2.59,104.7,11.24,19.72,Baixa
AST-0772,29,basalto,4.03084,166.05379,1119.97,69.58,8.63,1.772,-89.09,0.111,0.351,0.807,4.54,167.4,12.89,16.68,Baixa
AST-0773,13,basalto,17.57061,65.04616,95.79,52.28,4.83,1.107,-37.83,0.371,0.174,0.643,4.97,129.6,11.18,42.02,Media
AST-0774,11,metalico,22.87424,114.41373,704.85,73.09,4.43,2.408,-138.58,0.19,0.896,0.791,4.28,144.2,7.68,55.41,Alta
AST-0775,30,regolitho,3.16434,105.27304,967.08,95.52,7.23,2.104,-39.28,0.175,0.115,0.831,2.54,136.0,7.56,16.43,Baixa
AST-0776,17,poeira_fina,8.39412,-3.13073,915.52,70.49,8.39,2.572,-110.36,0.139,0.253,0.951,2.9,213.9,13.42,21.94,Baixa
AST-0777,19,basalto,13.77075,73.60498,516.35,72.19,7.76,0.944,-72.7,0.349,0.183,0.817,5.03,216.8,9.88,34.1,Media
AST-0778,9,regolitho,25.12764,-151.82676,1132.58,74.1,6.18,0.73,-94.76,0.397,0.172,0.7,3.21,110.6,2.94,35.18,Media
AST-0779,7,metalico,-26.43973,92.88759,1472.26,35.7,8.21,1.565,-64.04,0.434,0.989,0.954,1.4,48.2,0.0,63.3,Alta
AST-0780,6,poeira_fina,29.83275,166.25988,177.71,70.28,9.93,5.78,-34.51,0.488,0.441,0.77,4.84,105.9,6.83,29.91,Media
AST-0781,7,regolitho,-33.17878,-149.40909,162.08,43.7,7.07,2.773,-110.0,0.573,0.621,0.875,3.08,95.7,1.32,53.39,Alta
AST-0782,6,poeira_fina,23.53398,121.00168,933.82,51.38,3.57,1.222,-68.07,0.121,0.173,0.723,5.18,190.7,5.15,27.12,Baixa
AST-0783,23,basalto,-29.62817,155.87281,1194.13,100.0,7.8,1.898,-72.37,0.638,0.391,0.8,4.02,195.6,8.04,52.69,Alta
AST-0784,2,basalto,-21.37603,-98.572,461.1,57.44,11.33,2.176,-13.73,0.172,0.546,0.702,3.95,88.3,9.98,36.48,Media
AST-0785,19,poeira_fina,-34.72741,8.93203,102.23,48.68,3.74,0.847,-45.91,0.389,0.127,0.825,4.37,103.5,6.34,35.4,Media
AST-0786,29,cratera,-3.83203,154.02896,713.17,82.75,7.07,3.459,-90.96,0.293,0.174,0.878,2.71,63.7,29.03,30.6,Media
AST-0787,23,metalico,-11.59485,165.68136,924.78,44.94,6.66,1.454,-71.2,0.048,0.539,0.736,3.14,152.4,2.17,33.54,Media
AST-0788,13,cratera,-23.3805,-133.96234,580.75,53.95,7.13,2.258,-14.43,0.628,0.44,0.729,3.94,142.5,25.99,41.02,Media
AST-0789,2,metalico,-3.42369,-54.35848,1367.11,84.48,7.9,1.585,-38.0,0.615,0.342,0.829,2.7,188.4,9.86,52.82,Alta
AST-0790,26,basalto,-6.83404,71.33207,887.33,62.77,9.64,2.625,-83.71,0.277,0.059,0.699,5.3,172.3,6.4,15.77,Baixa
AST-0791,1,regolitho,18.73627,-100.23894,423.75,33.89,6.99,1.116,-65.48,0.724,0.665,0.623,3.87,178.6,15.11,48.97,Alta
AST-0792,21,cratera,27.51912,-63.08257,458.36,71.79,9.64,1.184,-64.58,0.306,0.077,0.829,2.27,60.2,11.82,28.82,Media
AST-0793,21,cratera,10.67971,-171.61522,724.1,54.86,6.76,2.614,-73.06,0.421,0.168,0.778,3.52,110.6,8.74,23.6,Baixa
AST-0794,6,regolitho,-26.29127,-124.73219,552.24,89.72,6.12,0.625,-105.89,0.363,0.409,0.776,4.44,197.2,23.53,36.52,Media
AST-0795,23,regolitho,-14.32264,22.43862,152.04,51.09,5.14,1.37,-76.97,0.494,0.253,0.847,3.68,115.4,0.0,49.4,Alta
AST-0796,6,cratera,28.93228,55.11242,836.47,80.92,3.1,3.437,-19.1,0.504,0.176,0.863,4.86,55.5,14.3,50.94,Alta
AST-0797,7,regolitho,-28.78859,53.60826,467.64,93.96,7.44,2.035,-68.67,0.577,0.142,0.772,5.1,189.4,12.33,43.72,Alta
AST-0798,25,regolitho,-6.52009,100.20977,529.88,46.68,11.4,2.507,-60.89,0.258,0.402,0.667,7.66,113.3,20.86,19.53,Baixa
AST-0799,30,gelo_suspeito,30.97532,-30.49869,308.4,58.52,7.73,2.073,-54.07,0.593,0.739,0.72,5.91,203.4,8.21,74.43,Alta
AST-0800,8,gelo_suspeito,31.54654,-81.54334,1839.66,69.0,9.32,4.64,4.11,1.0,0.018,0.854,2.01,144.0,29.63,37.21,Media
AST-0801,28,gelo_suspeito,-6.21578,-174.39095,1069.17,46.57,6.36,1.204,-57.75,0.778,0.289,0.805,3.8,129.8,16.31,50.21,Alta
AST-0802,28,cratera,11.71778,-105.61326,2126.47,66.87,7.48,2.736,-27.37,0.804,0.793,0.73,3.93,220.0,5.74,51.26,Alta
AST-0803,24,poeira_fina,-3.02781,-67.54039,578.63,57.95,9.08,1.288,-74.75,0.051,0.543,0.704,5.11,73.4,0.82,25.98,Baixa
AST-0804,5,basalto,17.74224,-115.84553,1109.37,57.59,11.71,2.412,-65.26,0.297,0.326,0.858,2.99,223.9,12.66,14.99,Baixa
AST-0805,9,regolitho,-32.78931,-172.74799,846.46,62.88,10.38,1.525,-57.65,0.248,0.248,0.766,3.56,109.8,2.99,10.65,Baixa
AST-0806,21,regolitho,-24.909,-123.31886,436.75,63.28,8.58,3.399,-79.68,0.613,0.393,0.873,2.56,153.9,14.83,31.53,Media
AST-0807,30,gelo_suspeito,7.99392,59.79584,574.3,64.95,6.99,1.235,-63.7,0.752,0.098,0.887,3.46,154.5,7.82,60.56,Alta
AST-0808,25,regolitho,-18.72134,46.65075,1067.87,51.22,7.72,2.954,-33.13,0.384,0.493,0.756,3.51,121.5,2.63,33.38,Media
AST-0809,13,basalto,11.62366,156.84611,308.03,52.01,5.06,2.048,-80.41,0.321,0.665,0.894,3.86,103.1,4.25,51.33,Alta
AST-0810,8,poeira_fina,-10.4144,107.34058,1375.8,59.87,4.3,1.546,-58.0,0.315,0.715,0.805,2.64,124.7,16.96,30.26,Media
AST-0811,29,regolitho,27.06519,24.3922,799.47,61.19,4.59,2.002,-38.16,0.153,0.214,0.819,5.67,89.2,0.0,31.8,Media
AST-0812,9,regolitho,22.34816,-130.47971,1261.53,54.1,7.51,1.764,-81.09,0.189,0.65,0.549,4.96,252.9,18.32,16.73,Baixa
AST-0813,11,poeira_fina,-0.50135,23.06585,927.24,67.83,6.52,1.841,-27.33,0.342,0.662,0.683,2.27,118.5,18.52,34.85,Media
AST-0814,29,basalto,19.10266,-157.82578,179.06,29.33,3.4,1.429,-55.96,0.424,0.517,0.689,4.34,208.7,8.68,45.83,Alta
AST-0815,17,regolitho,-16.02035,-24.88144,705.23,48.85,6.92,1.144,-62.62,0.24,0.279,0.755,2.11,201.5,1.17,16.88,Baixa
AST-0816,8,poeira_fina,-0.40182,-39.50689,1394.91,56.96,6.8,1.349,-114.23,0.708,0.392,0.803,6.18,165.0,14.89,46.42,Alta
AST-0817,1,poeira_fina,-21.17626,-25.98703,791.38,46.59,4.49,0.735,-68.46,0.349,0.169,0.807,6.56,137.5,7.6,36.75,Media
AST-0818,13,basalto,25.26203,-79.26267,718.07,91.33,6.2,2.291,-47.6,0.067,0.376,0.821,4.22,155.7,0.39,31.47,Media
AST-0819,30,basalto,22.61473,66.89896,790.85,62.34,6.36,0.9,-9.13,0.542,0.145,0.715,3.11,176.5,24.36,31.7,Media
AST-0820,13,cratera,28.15048,122.74001,140.33,65.18,5.24,1.793,-42.1,0.48,0.393,0.866,3.37,150.5,9.75,52.24,Alta
AST-0821,21,regolitho,26.42339,96.66612,1487.34,53.3,9.6,2.099,-26.47,0.443,0.287,0.989,3.66,58.8,0.69,28.64,Media
AST-0822,8,basalto,32.17174,45.99075,75.36,61.72,2.37,2.288,-91.85,0.327,0.254,0.751,4.15,45.0,13.0,41.07,Media
AST-0823,24,cratera,-19.01646,13.80413,1685.53,40.13,3.34,1.178,-61.55,0.317,0.357,0.717,6.22,228.0,11.81,32.92,Media
AST-0824,24,gelo_suspeito,30.2277,-168.8097,548.74,58.94,6.9,1.505,-23.82,0.778,0.333,0.715,5.64,25.0,21.4,70.77,Alta
AST-0825,19,metalico,4.98492,80.25624,970.99,45.13,7.41,1.929,-82.86,0.593,0.551,0.799,5.66,155.8,8.34,52.69,Alta
AST-0826,24,regolitho,-5.42534,16.19386,128.14,57.01,7.48,1.605,-30.97,0.202,0.295,0.732,4.54,132.1,8.41,28.6,Media
AST-0827,18,basalto,4.22617,-82.53322,1185.75,15.92,6.16,2.871,-37.47,0.378,0.074,0.6,2.68,153.8,13.35,9.36,Baixa
AST-0828,12,regolitho,-11.01784,-61.97687,1057.46,41.7,5.24,1.083,-50.31,0.387,0.375,0.63,3.22,82.3,12.4,22.29,Baixa
AST-0829,23,poeira_fina,-14.80129,156.81844,1015.48,88.35,7.21,0.624,-67.2,0.316,0.171,0.902,4.39,164.3,12.61,25.59,Baixa
AST-0830,26,regolitho,-18.108,44.77041,122.1,76.95,5.62,2.258,-85.62,0.406,0.464,0.931,2.62,156.3,12.9,49.08,Alta
AST-0831,26,basalto,-29.23004,-8.67152,391.72,85.74,10.19,1.232,-8.29,0.627,0.309,0.966,4.73,296.9,12.15,49.32,Alta
AST-0832,7,basalto,-0.24046,43.53183,930.53,86.98,6.45,0.711,-40.31,0.163,0.604,0.815,5.43,152.1,8.08,39.29,Media
AST-0833,21,cratera,27.14332,-31.05276,1461.74,74.11,7.43,2.215,-48.46,0.201,0.394,0.681,5.06,219.2,17.38,20.09,Baixa
AST-0834,1,gelo_suspeito,9.11064,-10.73438,345.97,53.85,12.19,2.728,-69.56,0.57,0.575,0.742,5.01,62.6,8.48,64.6,Alta
AST-0835,18,gelo_suspeito,1.46829,-75.48867,353.93,43.33,6.32,0.888,-56.94,0.371,0.33,0.626,1.69,201.1,16.63,48.3,Alta
AST-0836,18,basalto,-4.9985,-21.65281,889.86,82.64,8.36,4.487,-53.39,0.349,0.164,0.622,6.17,157.4,20.71,17.17,Baixa
AST-0837,11,metalico,-2.49189,66.8132,2800.0,63.16,9.92,1.076,-46.8,0.32,0.762,0.818,2.11,159.8,6.26,26.6,Baixa
AST-0838,30,poeira_fina,-20.35059,-165.62091,442.83,100.0,8.43,1.631,-37.44,0.496,0.161,0.849,4.09,160.6,27.83,30.24,Media
AST-0839,27,cratera,22.60551,106.20987,543.81,55.43,7.53,1.948,-79.91,0.543,0.286,0.99,5.17,238.8,7.13,54.08,Alta
AST-0840,2,basalto,-21.11319,-78.12737,485.3,97.51,7.27,1.598,-99.06,0.22,0.067,0.781,4.8,159.0,6.06,37.07,Media
AST-0841,7,regolitho,15.16359,65.72153,656.21,59.18,7.19,1.477,-55.64,0.256,0.521,0.641,2.51,101.9,14.78,33.14,Media
AST-0842,7,metalico,18.19895,51.38111,1535.83,86.05,6.33,0.802,-106.92,0.322,1.0,0.777,2.76,111.1,14.09,65.45,Alta
AST-0843,27,basalto,5.24083,54.9461,681.49,92.54,7.7,5.594,-67.06,0.551,0.334,0.759,4.7,189.9,11.5,33.87,Media
AST-0844,16,cratera,25.40485,38.92641,2800.0,43.59,12.96,1.633,-72.26,0.16,0.32,0.736,5.02,169.6,20.78,0.0,Baixa
AST-0845,22,regolitho,-14.62648,165.27666,771.7,53.27,9.71,1.255,-44.23,0.349,0.371,0.828,2.75,60.8,12.77,21.8,Baixa
AST-0846,25,poeira_fina,26.71321,3.0039,1630.38,43.41,8.33,2.426,-2.49,0.085,0.371,0.656,4.85,173.3,25.46,0.0,Baixa
AST-0847,24,cratera,16.05873,83.63488,574.43,39.86,8.79,4.094,-112.45,0.071,0.731,0.804,2.18,85.5,14.99,18.82,Baixa
AST-0848,3,gelo_suspeito,20.91249,73.96176,255.13,74.01,4.77,2.604,5.68,0.381,0.408,0.862,5.17,169.1,5.02,61.89,Alta
AST-0849,5,regolitho,11.52058,-94.94367,680.69,58.46,6.41,0.913,-64.53,0.353,0.578,0.946,3.06,100.7,7.14,46.76,Alta
AST-0850,12,poeira_fina,24.24401,-78.0099,1025.59,62.94,9.32,1.727,-48.26,0.166,0.606,0.824,4.41,129.5,14.3,23.16,Baixa
AST-0851,11,regolitho,34.51692,-27.35384,394.53,72.01,10.05,0.673,-97.62,0.141,0.544,0.905,4.18,115.0,14.4,37.42,Media
AST-0852,23,regolitho,-5.5886,-80.02875,1469.75,28.57,5.85,2.353,-30.09,0.181,0.492,0.741,5.92,228.5,12.45,14.88,Baixa
AST-0853,5,poeira_fina,21.9741,-47.97248,503.5,85.16,5.8,0.751,-56.84,0.376,0.14,0.757,4.64,167.1,5.05,34.7,Media
AST-0854,12,poeira_fina,17.12058,-39.25418,308.5,55.72,11.52,1.093,-59.72,0.539,0.322,0.938,3.46,214.4,18.76,29.84,Media
AST-0855,8,regolitho,-3.29909,37.39124,2664.4,71.58,8.61,1.566,-112.25,0.388,0.347,0.639,4.8,304.2,24.56,0.0,Baixa
AST-0856,6,basalto,29.88643,-100.83958,378.05,73.17,10.78,1.916,-55.93,0.158,0.15,0.746,7.3,147.6,11.2,14.32,Baixa
AST-0857,6,gelo_suspeito,-7.39018,109.54507,492.23,86.67,7.31,1.395,-34.32,0.44,0.42,0.914,5.34,227.6,23.67,61.25,Alta
AST-0858,6,poeira_fina,4.58261,-22.48691,1139.1,60.11,7.86,3.107,-64.62,0.016,0.352,0.767,4.22,106.5,17.06,8.08,Baixa
AST-0859,17,cratera,-27.58404,74.24788,559.85,23.77,6.23,3.169,-25.12,0.429,0.233,0.759,3.13,214.0,30.34,16.34,Baixa
AST-0860,13,basalto,-19.19574,-150.68071,318.07,63.03,8.8,2.096,-26.28,0.144,0.313,0.761,3.44,100.6,14.31,21.7,Baixa
AST-0861,14,gelo_suspeito,23.84873,-10.81246,455.59,65.61,9.81,0.902,-75.95,0.826,0.071,0.803,5.25,144.0,11.96,54.68,Alta
AST-0862,15,gelo_suspeito,-7.24131,-169.84097,2215.0,43.38,5.81,3.369,-13.34,1.0,0.526,0.909,3.06,174.5,16.9,60.98,Alta
AST-0863,23,metalico,-7.41411,63.3276,1049.94,64.65,6.47,1.093,-56.73,0.637,0.763,0.892,4.3,183.2,7.96,73.45,Alta
AST-0864,26,basalto,-17.78133,-56.26437,1189.66,55.5,9.36,3.428,-56.61,0.251,0.286,0.791,6.31,75.0,13.85,19.7,Baixa
AST-0865,16,regolitho,-0.58728,161.73101,860.45,37.83,6.83,3.896,-55.23,0.55,0.195,0.91,4.51,97.3,20.32,22.46,Baixa
AST-0866,20,poeira_fina,21.40719,-63.31528,962.19,74.09,6.1,1.975,-56.06,0.261,0.49,0.828,2.79,178.6,16.74,24.49,Baixa
AST-0867,23,poeira_fina,27.66149,22.97012,528.63,51.85,9.1,2.495,-131.64,0.116,0.06,0.885,7.35,124.8,10.78,6.81,Baixa
AST-0868,21,metalico,-30.09199,-87.34047,788.0,54.69,9.49,0.392,-63.19,0.58,0.678,0.677,6.77,68.1,12.4,65.3,Alta
AST-0869,5,regolitho,5.23745,43.24055,110.95,53.67,5.59,1.437,-96.19,0.551,0.128,0.981,5.0,141.1,16.3,39.91,Media
AST-0870,30,regolitho,-2.29086,-11.86475,1337.82,84.24,7.92,2.575,-12.46,0.186,0.104,0.814,6.09,138.5,16.07,11.63,Baixa
AST-0871,5,gelo_suspeito,7.99973,-46.57383,525.0,61.26,4.22,2.377,-13.59,0.752,0.346,0.488,3.93,154.7,16.25,68.63,Alta
AST-0872,13,regolitho,-3.6907,-106.67183,275.18,63.42,4.73,0.906,-34.15,0.219,0.607,0.973,5.31,174.1,13.38,47.6,Alta
AST-0873,20,poeira_fina,-7.09486,-139.85232,819.64,54.07,7.36,1.374,-64.68,0.553,0.324,0.791,3.71,170.6,5.23,24.87,Baixa
AST-0874,13,cratera,-1.96835,-136.84351,622.33,70.33,7.01,1.002,-86.22,0.233,0.231,0.746,2.4,102.8,8.21,28.94,Media
AST-0875,8,gelo_suspeito,5.73994,179.65441,1307.18,86.29,5.31,1.889,-76.41,0.921,0.125,0.723,7.93,122.4,14.23,66.43,Alta
AST-0876,28,poeira_fina,0.06882,-31.56814,691.49,73.66,5.42,0.672,-3.61,0.502,0.608,0.838,2.33,196.0,16.82,45.64,Alta
AST-0877,3,cratera,-1.94989,-179.30531,447.91,74.36,4.48,3.378,-77.38,0.38,0.079,0.692,4.72,115.1,20.27,26.04,Baixa
AST-0878,8,cratera,22.24847,163.05436,703.49,72.91,8.0,3.622,-123.96,0.472,0.645,0.727,4.7,123.3,8.16,51.39,Alta
AST-0879,30,basalto,17.19536,-172.80723,1749.49,37.16,3.42,1.267,-29.16,0.08,0.226,0.729,5.02,62.3,9.94,12.42,Baixa
AST-0880,22,basalto,-11.10351,-29.30899,1335.31,46.23,5.23,1.983,-15.99,0.23,0.44,0.758,4.17,143.4,2.78,26.44,Baixa
AST-0881,3,cratera,21.0404,78.29193,1048.13,58.31,3.15,2.078,-11.54,0.441,0.296,0.733,4.19,164.0,5.14,42.68,Alta
AST-0882,23,basalto,24.75555,149.25573,1372.81,48.93,8.4,1.749,-28.93,0.542,0.455,0.884,4.49,36.3,11.57,38.14,Media
AST-0883,30,poeira_fina,-24.25555,76.63906,1102.15,42.84,3.32,0.936,-24.36,0.59,0.451,0.82,4.97,86.1,20.51,41.11,Media
AST-0884,3,basalto,5.78777,-13.09473,356.01,28.3,6.82,2.075,-56.52,0.062,0.389,0.833,4.3,66.8,11.7,20.87,Baixa
AST-0885,13,regolitho,-15.02816,170.79913,1195.97,37.76,10.96,0.749,-116.14,0.269,0.371,0.857,4.2,188.4,24.36,8.21,Baixa
AST-0886,15,cratera,16.74206,-165.84502,1478.42,57.38,11.24,1.263,-57.22,0.128,0.113,0.78,2.45,39.8,15.69,3.78,Baixa
AST-0887,4,cratera,-18.28503,175.28119,1531.83,60.75,3.62,1.95,-40.6,0.074,0.672,0.678,7.12,140.7,18.63,33.95,Media
AST-0888,7,regolitho,11.99825,125.78096,295.67,47.73,7.37,1.426,-61.79,0.356,0.398,0.989,5.05,184.5,4.06,45.28,Alta
AST-0889,6,regolitho,-17.14127,154.41481,493.33,63.42,4.68,1.773,-63.06,0.144,0.717,0.892,4.59,155.3,8.57,41.53,Media
